ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Meta: _wpm_gtin_code,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global
426,variation,PDCWSRT45A,"Pearl Slimcut SRT Thin Cut -Off WheelType-27 - 4-1/2"" x .045 x 7/8""",1,0,visible,,<p>Sold In Quantities of 25</p>,,,taxable,,1,,,0,0,2,,,,0,,,129.0000,,,,http://localhost:8000/wp-content/uploads/2019/10/PearlSlimcutSRTThinCut-OffWheelType-27.jpg,,,Pearl Slimcut SRT Thin Cut -Off WheelType-27,,,,,,0,DCWSRT45A,Wheel Size,"4-1/2"" x .045 x 7/8""",,0,,,,,,,,
427,variation,PDCWSRT06A,"Pearl Slimcut SRT Thin Cut -Off WheelType-27 - 6"" x .045 x 7/8""",1,0,visible,,<p>Sold In Quantities of 25</p>,,,taxable,,1,,,0,0,3,,,,0,,,206.5000,,,,http://localhost:8000/wp-content/uploads/2019/10/PearlSlimcutSRTThinCut-OffWheelType-27.jpg,,,Pearl Slimcut SRT Thin Cut -Off WheelType-27,,,,,,0,DCWSRT06A,Wheel Size,"6"" x .045 x 7/8""",,0,,,,,,,,
428,variation,PCW14GSR,"High Speed Gas Saw Cut-Off Blades For Metal-Best (SRT) - 14"" x 1/8"" x 1""",1,0,visible,,<p>Sold In Quantities of 10</p>,,,taxable,,1,,,0,0,20,,,,0,,,204.6000,,,,http://localhost:8000/wp-content/uploads/2019/10/HighSpeedGasSawCut-OffBladesForMetal-BestSRT.jpg,,,High Speed Gas Saw Cut-Off Blades For Metal-Best (SRT),,,,,,0,CW14GSR,Wheel &amp; Arbor Size,"14"" x 1/8"" x 1""",,0,,,,,,,,
429,variation,PCW142GSR,"High Speed Gas Saw Cut-Off Blades For Metal-Best (SRT) - 14"" x 1/8"" x 20mm",1,0,visible,,<p>Sold In Quantities of 10</p>,,,taxable,,1,,,0,0,20,,,,0,,,204.6000,,,,http://localhost:8000/wp-content/uploads/2019/10/HighSpeedGasSawCut-OffBladesForMetal-BestSRT.jpg,,,High Speed Gas Saw Cut-Off Blades For Metal-Best (SRT),,,,,,0,CW142GSR,Wheel &amp; Arbor Size,"14"" x 1/8"" x 20mm",,0,,,,,,,,
430,variation,PCW12GSR,"High Speed Gas Saw Cut-Off Blades For Metal-Best (SRT) - 12"" x 1/8"" x 1""",1,0,visible,,<p>Sold In Quantities of 10</p>,,,taxable,,1,,,0,0,14,,,,0,,,170.0000,,,,http://localhost:8000/wp-content/uploads/2019/10/HighSpeedGasSawCut-OffBladesForMetal-BestSRT.jpg,,,High Speed Gas Saw Cut-Off Blades For Metal-Best (SRT),,,,,,0,CW12GSR,Wheel &amp; Arbor Size,"12"" x 1/8"" x 1""",,0,,,,,,,,
431,variation,PCW122GSR,"High Speed Gas Saw Cut-Off Blades For Metal-Best (SRT) - 12"" x 1/8"" x 20mm",1,0,visible,,<p>Sold In Quantities of 10</p>,,,taxable,,1,,,0,0,14,,,,0,,,170.0000,,,,http://localhost:8000/wp-content/uploads/2019/10/HighSpeedGasSawCut-OffBladesForMetal-BestSRT.jpg,,,High Speed Gas Saw Cut-Off Blades For Metal-Best (SRT),,,,,,0,CW122GSR,Wheel &amp; Arbor Size,"12"" x 1/8"" x 20mm",,0,,,,,,,,
432,variation,PCM1220,"High Speed Gas Saw Blade For Concrete - 12"" x 1/8"" x 1""",1,0,visible,,<p>Sold In Quantities of 10</p>,,,taxable,,1,,,0,0,14,,,,0,,,82.6000,,,,http://localhost:8000/wp-content/uploads/2019/10/HighSpeedGasSawBladeForConcrete.jpg,,,High Speed Gas Saw Blade For Concrete,,,,,,0,CM1220,Wheel &amp; Arbor Size,"12"" x 1/8"" x 1""",,0,,,,,,,,
433,variation,PCM1222,"High Speed Gas Saw Blade For Concrete - 12"" x 1/8"" x20mm",1,0,visible,,<p>Sold In Quantities of 10</p>,,,taxable,,1,,,0,0,14,,,,0,,,82.6000,,,,http://localhost:8000/wp-content/uploads/2019/10/HighSpeedGasSawBladeForConcrete.jpg,,,High Speed Gas Saw Blade For Concrete,,,,,,0,CM1222,Wheel &amp; Arbor Size,"12"" x 1/8"" x20mm",,0,,,,,,,,
434,variation,PCM1420A,"High Speed Gas Saw Blade For Concrete - 14"" x 1/8"" x 1""",1,0,visible,,<p>Sold In Quantities of 10</p>,,,taxable,,1,,,0,0,20,,,,0,,,118.6000,,,,http://localhost:8000/wp-content/uploads/2019/10/HighSpeedGasSawBladeForConcrete.jpg,,,High Speed Gas Saw Blade For Concrete,,,,,,0,CM1420A,Wheel &amp; Arbor Size,"14"" x 1/8"" x 1""",,0,,,,,,,,
435,variation,PCM1422A,"High Speed Gas Saw Blade For Concrete - 14"" x 1/8"" x 20mm",1,0,visible,,<p>Sold In Quantities of 10</p>,,,taxable,,1,,,0,0,20,,,,0,,,118.6000,,,,http://localhost:8000/wp-content/uploads/2019/10/HighSpeedGasSawBladeForConcrete.jpg,,,High Speed Gas Saw Blade For Concrete,,,,,,0,CM1422A,Wheel &amp; Arbor Size,"14"" x 1/8"" x 20mm",,0,,,,,,,,
436,variation,ARC71-10914HE,"PREDATOR Hard Edge Trimmable Nyon Flap Disc x 5/8""-11 - 40 Grit",1,0,visible,,<p>Sold In Quantities of 10</p>,,,taxable,,1,,,0,0,3,,,,0,,,63.7000,,,,http://localhost:8000/wp-content/uploads/2019/10/PREDATORHardEdgeTrimmableNyonFlapDiscx58-11.jpg,,,"PREDATOR Hard Edge Trimmable Nyon Flap Disc x 5/8""-11",,,,,,0,71-10914HE,Grit,40 Grit,,0,,,,,,,,
437,variation,ARC71-10915HE,"PREDATOR Hard Edge Trimmable Nyon Flap Disc x 5/8""-11 - 60 Grit",1,0,visible,,<p>Sold In Quantities of 10</p>,,,taxable,,1,,,0,0,3,,,,0,,,63.7000,,,,http://localhost:8000/wp-content/uploads/2019/10/PREDATORHardEdgeTrimmableNyonFlapDiscx58-11.jpg,,,"PREDATOR Hard Edge Trimmable Nyon Flap Disc x 5/8""-11",,,,,,0,71-10915HE,Grit,60 Grit,,0,,,,,,,,
438,variation,ARC71-10916HE,"PREDATOR Hard Edge Trimmable Nyon Flap Disc x 5/8""-11 - 80 Grit",1,0,visible,,<p>Sold In Quantities of 10</p>,,,taxable,,1,,,0,0,3,,,,0,,,63.7000,,,,http://localhost:8000/wp-content/uploads/2019/10/PREDATORHardEdgeTrimmableNyonFlapDiscx58-11.jpg,,,"PREDATOR Hard Edge Trimmable Nyon Flap Disc x 5/8""-11",,,,,,0,71-10916HE,Grit,80 Grit,,0,,,,,,,,
439,variation,WS-18-342316,"Weld Stud 3/4"" Shear Connector - 3/4"" x 2-3/16""",1,0,visible,,<p>Sold In Quantities of 200</p>,,,taxable,,1,,,0,0,71,,,,0,,,180.0000,,,,http://localhost:8000/wp-content/uploads/2019/10/WeldStud34ShearConnector.jpg,,,"Weld Stud 3/4"" Shear Connector",,,,,,0,,Length,"3/4"" x 2-3/16""",,0,,,,,,,,
440,variation,WS-18-343316,"Weld Stud 3/4"" Shear Connector - 3/4"" x 3-3/16""",1,0,visible,,<p>Sold In Quantities of 125</p>,,,taxable,,1,,,0,0,60,,,,0,,,170.0000,,,,http://localhost:8000/wp-content/uploads/2019/10/WeldStud34ShearConnector.jpg,,,"Weld Stud 3/4"" Shear Connector",,,,,,0,,Length,"3/4"" x 3-3/16""",,0,,,,,,,,
441,variation,WS-18-344316,"Weld Stud 3/4"" Shear Connector - 3/4"" x 4-3/16""",1,0,visible,,<p>Sold In Quantities of 100</p>,,,taxable,,1,,,0,0,62,,,,0,,,134.0000,,,,http://localhost:8000/wp-content/uploads/2019/10/WeldStud34ShearConnector.jpg,,,"Weld Stud 3/4"" Shear Connector",,,,,,0,,Length,"3/4"" x 4-3/16""",,0,,,,,,,,
442,variation,WS-18-345316,"Weld Stud 3/4"" Shear Connector - 3/4"" x 5-3/16""",1,0,visible,,<p>Sold In Quantities of 60</p>,,,taxable,,1,,,0,0,44,,,,0,,,87.6000,,,,http://localhost:8000/wp-content/uploads/2019/10/WeldStud34ShearConnector.jpg,,,"Weld Stud 3/4"" Shear Connector",,,,,,0,,Length,"3/4"" x 5-3/16""",,0,,,,,,,,
443,variation,WS-18-346316,"Weld Stud 3/4"" Shear Connector - 3/4"" x 6-3/16""",1,0,visible,,<p>Sold In Quantities of 60</p>,,,taxable,,1,,,0,0,50,,,,0,,,103.2000,,,,http://localhost:8000/wp-content/uploads/2019/10/WeldStud34ShearConnector.jpg,,,"Weld Stud 3/4"" Shear Connector",,,,,,0,,Length,"3/4"" x 6-3/16""",,0,,,,,,,,
444,variation,WS-18-347316,"Weld Stud 3/4"" Shear Connector - 3/4"" x 7-3/16""",1,0,visible,,<p>Sold In Quantities of 60</p>,,,taxable,,1,,,0,0,59,,,,0,,,145.2000,,,,http://localhost:8000/wp-content/uploads/2019/10/WeldStud34ShearConnector.jpg,,,"Weld Stud 3/4"" Shear Connector",,,,,,0,,Length,"3/4"" x 7-3/16""",,0,,,,,,,,
445,variation,WS-18-348316,"Weld Stud 3/4"" Shear Connector - 3/4"" x 8-3/16""",1,0,visible,,<p>Sold In Quantities of 50</p>,,,taxable,,1,,,0,0,56,,,,0,,,119.0000,,,,http://localhost:8000/wp-content/uploads/2019/10/WeldStud34ShearConnector.jpg,,,"Weld Stud 3/4"" Shear Connector",,,,,,0,,Length,"3/4"" x 8-3/16""",,0,,,,,,,,
446,variation,WS-18-349316,"Weld Stud 3/4"" Shear Connector - 3/4"" x 9-3/16""",1,0,visible,,<p>Sold In Quantities of 100</p>,,,taxable,,1,,,0,0,126,,,,0,,,314.0000,,,,http://localhost:8000/wp-content/uploads/2019/10/WeldStud34ShearConnector.jpg,,,"Weld Stud 3/4"" Shear Connector",,,,,,0,,Length,"3/4"" x 9-3/16""",,0,,,,,,,,
447,variation,WS-18-349100,"Weld Stud 3/4"" Shear Connector - 3/4"" x 10-3/16""",1,0,visible,,<p>Sold In Quantities of 100</p>,,,taxable,,1,,,0,0,137,,,,0,,,318.0000,,,,http://localhost:8000/wp-content/uploads/2019/10/WeldStud34ShearConnector.jpg,,,"Weld Stud 3/4"" Shear Connector",,,,,,0,,Length,"3/4"" x 10-3/16""",,0,,,,,,,,
448,variation,DIA-10-14-SET,"Drop In Anchor Setting Tool - 1/4""",1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,1,,,,0,,,1.9400,,,,http://localhost:8000/wp-content/uploads/2019/10/DropInAnchorSettingTool.jpg,,,Drop In Anchor Setting Tool,,,,,,0,,Tool Size,"1/4""",,0,,,,,,,,
449,variation,DIA-12-38-SET,"Drop In Anchor Setting Tool - 3/8""",1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,1,,,,0,,,3.2200,,,,http://localhost:8000/wp-content/uploads/2019/10/DropInAnchorSettingTool.jpg,,,Drop In Anchor Setting Tool,,,,,,0,,Tool Size,"3/8""",,0,,,,,,,,
450,variation,DIA-14-12-SET,"Drop In Anchor Setting Tool - 1/2""",1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,1,,,,0,,,3.8600,,,,http://localhost:8000/wp-content/uploads/2019/10/DropInAnchorSettingTool.jpg,,,Drop In Anchor Setting Tool,,,,,,0,,Tool Size,"1/2""",,0,,,,,,,,
451,variation,DIA-16-58-SET,"Drop In Anchor Setting Tool - 5/8""",1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,1,,,,0,,,4.5000,,,,http://localhost:8000/wp-content/uploads/2019/10/DropInAnchorSettingTool.jpg,,,Drop In Anchor Setting Tool,,,,,,0,,Tool Size,"5/8""",,0,,,,,,,,
452,variation,DIA-18-34-SET,"Drop In Anchor Setting Tool - 3/4""",1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,1,,,,0,,,5.1400,,,,http://localhost:8000/wp-content/uploads/2019/10/DropInAnchorSettingTool.jpg,,,Drop In Anchor Setting Tool,,,,,,0,,Tool Size,"3/4""",,0,,,,,,,,
453,variation,BB-11-TWS-3125-400,"Thin Wall (TW) Bolt Zinc Yellow - 5/16"" Phillips Head",1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.02625,,,,0,,,2.1300,,,,http://localhost:8000/wp-content/uploads/2019/10/ThinWallTWBoltZincYellow.jpg,,,Thin Wall (TW) Bolt Zinc Yellow,,,,,,0,TWS-3125-400,Select Diameter,"5/16"" Phillips Head",,0,,,,,,,,
454,variation,BB-17-TWS-6875-400,"Thin Wall (TW) Bolt Zinc Yellow - 11/16"" Hex Head",1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,0.16625,,,,0,,,5.6300,,,,http://localhost:8000/wp-content/uploads/2019/10/ThinWallTWBoltZincYellow.jpg,,,Thin Wall (TW) Bolt Zinc Yellow,,,,,,0,TWS-6875-400,Select Diameter,"11/16"" Hex Head",,0,,,,,,,,
455,variation,,"Anchor Bolt 3/4"" Diameter ""L"" Shaped - 3/4""-10 x 12""",1,0,visible,,<p></p>,,,taxable,,1,,,0,0,2,,,,0,,,3.0000,,,,http://localhost:8000/wp-content/uploads/2019/10/AnchorBolt34DiameterLShaped.jpg,,,"Anchor Bolt 3/4"" Diameter ""L"" Shaped",,,,,,0,,Length,"3/4""-10 x 12""",,0,,,,,,,,
456,variation,,"Anchor Bolt 3/4"" Diameter ""L"" Shaped - 3/4""-10 x 14""",1,0,visible,,<p></p>,,,taxable,,1,,,0,0,2.25,,,,0,,,3.3800,,,,http://localhost:8000/wp-content/uploads/2019/10/AnchorBolt34DiameterLShaped.jpg,,,"Anchor Bolt 3/4"" Diameter ""L"" Shaped",,,,,,0,,Length,"3/4""-10 x 14""",,0,,,,,,,,
457,variation,,"Anchor Bolt 3/4"" Diameter ""L"" Shaped - 3/4""-10 x 16""",1,0,visible,,<p></p>,,,taxable,,1,,,0,0,2.5,,,,0,,,3.7500,,,,http://localhost:8000/wp-content/uploads/2019/10/AnchorBolt34DiameterLShaped.jpg,,,"Anchor Bolt 3/4"" Diameter ""L"" Shaped",,,,,,0,,Length,"3/4""-10 x 16""",,0,,,,,,,,
458,variation,,"Anchor Bolt 3/4"" Diameter ""L"" Shaped - 3/4""-10 x 18""",1,0,visible,,<p></p>,,,taxable,,1,,,0,0,3.5,,,,0,,,4.1300,,,,http://localhost:8000/wp-content/uploads/2019/10/AnchorBolt34DiameterLShaped.jpg,,,"Anchor Bolt 3/4"" Diameter ""L"" Shaped",,,,,,0,,Length,"3/4""-10 x 18""",,0,,,,,,,,
459,variation,,"Anchor Bolt 3/4"" Diameter ""L"" Shaped - 3/4""-10 x 20""",1,0,visible,,<p></p>,,,taxable,,1,,,0,0,3.5,,,,0,,,4.5000,,,,http://localhost:8000/wp-content/uploads/2019/10/AnchorBolt34DiameterLShaped.jpg,,,"Anchor Bolt 3/4"" Diameter ""L"" Shaped",,,,,,0,,Length,"3/4""-10 x 20""",,0,,,,,,,,
460,variation,,"Anchor Bolt 3/4"" Diameter ""L"" Shaped - 3/4""-10 x 22""",1,0,visible,,<p></p>,,,taxable,,1,,,0,0,3.25,,,,0,,,4.8800,,,,http://localhost:8000/wp-content/uploads/2019/10/AnchorBolt34DiameterLShaped.jpg,,,"Anchor Bolt 3/4"" Diameter ""L"" Shaped",,,,,,0,,Length,"3/4""-10 x 22""",,0,,,,,,,,
461,variation,,"Anchor Bolt 3/4"" Diameter ""L"" Shaped - 3/4""-10 x 24""",1,0,visible,,<p></p>,,,taxable,,1,,,0,0,3.5,,,,0,,,5.2500,,,,http://localhost:8000/wp-content/uploads/2019/10/AnchorBolt34DiameterLShaped.jpg,,,"Anchor Bolt 3/4"" Diameter ""L"" Shaped",,,,,,0,,Length,"3/4""-10 x 24""",,0,,,,,,,,
462,variation,,"Anchor Rod 3/4"" Diameter Straight - 3/4"" x 12""",1,0,visible,,<p></p>,,,taxable,,1,,,0,0,1.5,,,,0,,,2.2500,,,,http://localhost:8000/wp-content/uploads/2019/10/AnchorRod34DiameterStraight.jpg,,,"Anchor Rod 3/4"" Diameter Straight",,,,,,0,,Length,"3/4"" x 12""",,0,,,,,,,,
463,variation,,"Anchor Rod 3/4"" Diameter Straight - 3/4"" x 14""",1,0,visible,,<p></p>,,,taxable,,1,,,0,0,2,,,,0,,,2.6300,,,,http://localhost:8000/wp-content/uploads/2019/10/AnchorRod34DiameterStraight.jpg,,,"Anchor Rod 3/4"" Diameter Straight",,,,,,0,,Length,"3/4"" x 14""",,0,,,,,,,,
464,variation,,"Anchor Rod 3/4"" Diameter Straight - 3/4"" x 16""",1,0,visible,,<p></p>,,,taxable,,1,,,0,0,2,,,,0,,,3.0000,,,,http://localhost:8000/wp-content/uploads/2019/10/AnchorRod34DiameterStraight.jpg,,,"Anchor Rod 3/4"" Diameter Straight",,,,,,0,,Length,"3/4"" x 16""",,0,,,,,,,,
465,variation,,"Anchor Rod 3/4"" Diameter Straight - 3/4"" x 18""",1,0,visible,,<p></p>,,,taxable,,1,,,0,0,2.25,,,,0,,,3.3800,,,,http://localhost:8000/wp-content/uploads/2019/10/AnchorRod34DiameterStraight.jpg,,,"Anchor Rod 3/4"" Diameter Straight",,,,,,0,,Length,"3/4"" x 18""",,0,,,,,,,,
466,variation,,"Anchor Rod 3/4"" Diameter Straight - 3/4"" x 20""",1,0,visible,,<p></p>,,,taxable,,1,,,0,0,2.5,,,,0,,,3.7500,,,,http://localhost:8000/wp-content/uploads/2019/10/AnchorRod34DiameterStraight.jpg,,,"Anchor Rod 3/4"" Diameter Straight",,,,,,0,,Length,"3/4"" x 20""",,0,,,,,,,,
467,variation,,"Anchor Rod 3/4"" Diameter Straight - 3/4"" x 22""",1,0,visible,,<p></p>,,,taxable,,1,,,0,0,3,,,,0,,,4.1300,,,,http://localhost:8000/wp-content/uploads/2019/10/AnchorRod34DiameterStraight.jpg,,,"Anchor Rod 3/4"" Diameter Straight",,,,,,0,,Length,"3/4"" x 22""",,0,,,,,,,,
468,variation,,"Anchor Rod 3/4"" Diameter Straight - 3/4"" x 24""",1,0,visible,,<p></p>,,,taxable,,1,,,0,0,3,,,,0,,,4.5000,,,,http://localhost:8000/wp-content/uploads/2019/10/AnchorRod34DiameterStraight.jpg,,,"Anchor Rod 3/4"" Diameter Straight",,,,,,0,,Length,"3/4"" x 24""",,0,,,,,,,,
469,variation,,"Anchor Rod 1"" Diameter Straight - 1"" x 12""",1,0,visible,,<p></p>,,,taxable,,1,,,0,0,3,,,,0,,,4.0100,,,,http://localhost:8000/wp-content/uploads/2019/10/AnchorRod1DiameterStraight.jpg,,,"Anchor Rod 1"" Diameter Straight",,,,,,0,,Length,"1"" x 12""",,0,,,,,,,,
470,variation,,"Anchor Rod 1"" Diameter Straight - 1"" x 14""",1,0,visible,,<p></p>,,,taxable,,1,,,0,0,3.25,,,,0,,,4.6800,,,,http://localhost:8000/wp-content/uploads/2019/10/AnchorRod1DiameterStraight.jpg,,,"Anchor Rod 1"" Diameter Straight",,,,,,0,,Length,"1"" x 14""",,0,,,,,,,,
471,variation,,"Anchor Rod 1"" Diameter Straight - 1"" x 16""",1,0,visible,,<p></p>,,,taxable,,1,,,0,0,4.25,,,,0,,,5.3500,,,,http://localhost:8000/wp-content/uploads/2019/10/AnchorRod1DiameterStraight.jpg,,,"Anchor Rod 1"" Diameter Straight",,,,,,0,,Length,"1"" x 16""",,0,,,,,,,,
472,variation,,"Anchor Rod 1"" Diameter Straight - 1"" x 18""",1,0,visible,,<p></p>,,,taxable,,1,,,0,0,4.25,,,,0,,,6.0200,,,,http://localhost:8000/wp-content/uploads/2019/10/AnchorRod1DiameterStraight.jpg,,,"Anchor Rod 1"" Diameter Straight",,,,,,0,,Length,"1"" x 18""",,0,,,,,,,,
473,variation,,"Anchor Rod 1"" Diameter Straight - 1"" x 20""",1,0,visible,,<p></p>,,,taxable,,1,,,0,0,4.5,,,,0,,,6.6900,,,,http://localhost:8000/wp-content/uploads/2019/10/AnchorRod1DiameterStraight.jpg,,,"Anchor Rod 1"" Diameter Straight",,,,,,0,,Length,"1"" x 20""",,0,,,,,,,,
474,variation,,"Anchor Rod 1"" Diameter Straight - 1"" x 22""",1,0,visible,,<p></p>,,,taxable,,1,,,0,0,5,,,,0,,,7.3600,,,,http://localhost:8000/wp-content/uploads/2019/10/AnchorRod1DiameterStraight.jpg,,,"Anchor Rod 1"" Diameter Straight",,,,,,0,,Length,"1"" x 22""",,0,,,,,,,,
475,variation,,"Anchor Rod 1"" Diameter Straight - 1"" x 24""",1,0,visible,,<p></p>,,,taxable,,1,,,0,0,5.5,,,,0,,,8.0300,,,,http://localhost:8000/wp-content/uploads/2019/10/AnchorRod1DiameterStraight.jpg,,,"Anchor Rod 1"" Diameter Straight",,,,,,0,,Length,"1"" x 24""",,0,,,,,,,,
476,variation,,"Anchor Rod 1"" Diameter Straight - 1"" x 30""",1,0,visible,,<p></p>,,,taxable,,1,,,0,0,7,,,,0,,,10.0400,,,,http://localhost:8000/wp-content/uploads/2019/10/AnchorRod1DiameterStraight.jpg,,,"Anchor Rod 1"" Diameter Straight",,,,,,0,,Length,"1"" x 30""",,0,,,,,,,,
477,variation,,"Anchor Rod 1"" Diameter Straight - 1"" x 36""",1,0,visible,,<p></p>,,,taxable,,1,,,0,0,8.5,,,,0,,,12.0400,,,,http://localhost:8000/wp-content/uploads/2019/10/AnchorRod1DiameterStraight.jpg,,,"Anchor Rod 1"" Diameter Straight",,,,,,0,,Length,"1"" x 36""",,0,,,,,,,,
478,variation,PTX71-040011205,PTX Predator Grinding Sleeve - 60 Grit,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,2,,,,0,,,68.8000,,,,http://localhost:8000/wp-content/uploads/2019/10/PTXPredatorGrindingSleeve.jpg,,,PTX Predator Grinding Sleeve,,,,,,0,71-040011205,Grit,60 Grit,,0,,,,,,,,
479,variation,PTX71-040011206,PTX Predator Grinding Sleeve - 80 Grit,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,2,,,,0,,,66.7600,,,,http://localhost:8000/wp-content/uploads/2019/10/PTXPredatorGrindingSleeve.jpg,,,PTX Predator Grinding Sleeve,,,,,,0,71-040011206,Grit,80 Grit,,0,,,,,,,,
480,variation,PTX71-040011208,PTX Predator Grinding Sleeve - 120 Grit,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,1,,,,0,,,64.4900,,,,http://localhost:8000/wp-content/uploads/2019/10/PTXPredatorGrindingSleeve.jpg,,,PTX Predator Grinding Sleeve,,,,,,0,71-040011208,Grit,120 Grit,,0,,,,,,,,
481,variation,SIMSET-XP10,Simpson SET-XP High-Strength Anchoring Adhesive for Cracked and Uncracked Concrete - 8.50 oz. SET-UP Single Cart W/2 Nozzles,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,3,,,,0,,,27.2400,,,,http://localhost:8000/wp-content/uploads/2019/10/SimpsonSET-XPHigh-StrengthAnchoringAdhesiveforCrackedandUncrackedConcrete.jpg,,,Simpson SET-XP High-Strength Anchoring Adhesive for Cracked and Uncracked Concrete,,,,,,0,SET-XP10,Cartridge Size,8.50 oz. SET-UP Single Cart W/2 Nozzles,,0,,,,,,,,
482,variation,SIMSETXP52,Simpson SET-XP High-Strength Anchoring Adhesive for Cracked and Uncracked Concrete - 56 oz. Cartridge SET-XP,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,5,,,,0,,,125.6000,,,,http://localhost:8000/wp-content/uploads/2019/10/SimpsonSET-XPHigh-StrengthAnchoringAdhesiveforCrackedandUncrackedConcrete.jpg,,,Simpson SET-XP High-Strength Anchoring Adhesive for Cracked and Uncracked Concrete,,,,,,0,SET-XP56,Cartridge Size,56 oz. Cartridge SET-XP,,0,,,,,,,,
483,variation,SIMSETXP22,Simpson SET-XP High-Strength Anchoring Adhesive for Cracked and Uncracked Concrete - 22 oz. Cartridge SET-XP,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,4,,,,0,,,52.5000,,,,http://localhost:8000/wp-content/uploads/2019/10/SimpsonSET-XPHigh-StrengthAnchoringAdhesiveforCrackedandUncrackedConcrete.jpg,,,Simpson SET-XP High-Strength Anchoring Adhesive for Cracked and Uncracked Concrete,,,,,,0,SET-XP22,Cartridge Size,22 oz. Cartridge SET-XP,,0,,,,,,,,
484,variation,SIMAT30,Simpson AT High Strength Anchoring Adhesive - 30 oz. Acrylic TIE with Nozzle,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,5,,,,0,,,44.3600,,,,http://localhost:8000/wp-content/uploads/2019/10/SimpsonATHighStrengthAnchoringAdhesive.jpg,,,Simpson AT High Strength Anchoring Adhesive,,,,,,0,AT30,Cartridge Size,30 oz. Acrylic TIE with Nozzle,,0,,,,,,,,
485,variation,SIMAT13,Simpson AT High Strength Anchoring Adhesive - 12.50 oz. Acrylic TIE,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,3.25,,,,0,,,31.8400,,,,http://localhost:8000/wp-content/uploads/2019/10/SimpsonATHighStrengthAnchoringAdhesive.jpg,,,Simpson AT High Strength Anchoring Adhesive,,,,,,0,AT13,Cartridge Size,12.50 oz. Acrylic TIE,,0,,,,,,,,
486,variation,SIMEDOT56,Simpson EDOT Epoxy Anchoring Adhesive - 56 oz. EDOT Epoxy,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,7,,,,0,,,55.3000,,,,http://localhost:8000/wp-content/uploads/2019/10/SimpsonEDOTEpoxyAnchoringAdhesive.jpg,,,Simpson EDOT Epoxy Anchoring Adhesive,,,,,,0,EDOT56,Cartridge Size,56 oz. EDOT Epoxy,,0,,,,,,,,
487,variation,SIMEDOT22,Simpson EDOT Epoxy Anchoring Adhesive - 22 oz. EDOT Epoxy,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,4,,,,0,,,20.0000,,,,http://localhost:8000/wp-content/uploads/2019/10/SimpsonEDOTEpoxyAnchoringAdhesive.jpg,,,Simpson EDOT Epoxy Anchoring Adhesive,,,,,,0,EDOT22,Cartridge Size,22 oz. EDOT Epoxy,,0,,,,,,,,
488,variation,SIMSET56,Simpson SET Anchoring Adhesive - 56 oz. SET Epoxy Cartridge High Strength,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,7,,,,0,,,92.7600,,,,http://localhost:8000/wp-content/uploads/2019/10/SimpsonSETAnchoringAdhesive.jpg,,,Simpson SET Anchoring Adhesive,,,,,,0,SET56,Cartridge Size,56 oz. SET Epoxy Cartridge High Strength,,0,,,,,,,,
489,variation,SIMSET22,Simpson SET Anchoring Adhesive - 22 oz. SET Epoxy Cartridge High Strength,1,0,visible,,<p>Sold Individually</p>,,,taxable,,1,,,0,0,4,,,,0,,,45.0800,,,,http://localhost:8000/wp-content/uploads/2019/10/SimpsonSETAnchoringAdhesive.jpg,,,Simpson SET Anchoring Adhesive,,,,,,0,SET22,Cartridge Size,22 oz. SET Epoxy Cartridge High Strength,,0,,,,,,,,
