ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Meta: _wpm_gtin_code,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global
665,variation,PMAX5120ZGQ,"GreenBack Quick Mount Zirconia Flap Disc x 5/8""-11",1,0,visible,,<p>Sold In Quantities of 10</p>,,,taxable,,1,,,0,0,2.5125,,,,0,,,149.4000,,,,http://localhost:8000/wp-content/uploads/2019/10/GreenBackQuickMountZirconiaFlapDiscx58-11.jpg,,,"GreenBack Quick Mount Zirconia Flap Disc x 5/8""-11",,,,,,0,MAX5120ZGQ,Wheel Size,"5"" x 5/8""-11",,0,Grit,120 Grit,,0,,,,
666,variation,PMAX4580ZGQ,"GreenBack Quick Mount Zirconia Flap Disc x 5/8""-11",1,0,visible,,<p>Sold In Quantities of 10</p>,,,taxable,,1,,,0,0,2.5125,,,,0,,,123.8000,,,,http://localhost:8000/wp-content/uploads/2019/10/GreenBackQuickMountZirconiaFlapDiscx58-11.jpg,,,"GreenBack Quick Mount Zirconia Flap Disc x 5/8""-11",,,,,,0,MAX4580ZGQ,Wheel Size,"4-1/2"" x 5/8""-11",,0,Grit,80 Grit,,0,,,,
667,variation,PMAX6080ZGQ,"GreenBack Quick Mount Zirconia Flap Disc x 5/8""-11",1,0,visible,,<p>Sold In Quantities of 10</p>,,,taxable,,1,,,0,0,2.5125,,,,0,,,192.6000,,,,http://localhost:8000/wp-content/uploads/2019/10/GreenBackQuickMountZirconiaFlapDiscx58-11.jpg,,,"GreenBack Quick Mount Zirconia Flap Disc x 5/8""-11",,,,,,0,MAX6080ZGQ,Wheel Size,"6"" x 5/8""-11",,0,Grit,80 Grit,,0,,,,
668,variation,PMAX45120ZGQ,"GreenBack Quick Mount Zirconia Flap Disc x 5/8""-11",1,0,visible,,<p>Sold In Quantities of 10</p>,,,taxable,,1,,,0,0,2.5125,,,,0,,,123.8000,,,,http://localhost:8000/wp-content/uploads/2019/10/GreenBackQuickMountZirconiaFlapDiscx58-11.jpg,,,"GreenBack Quick Mount Zirconia Flap Disc x 5/8""-11",,,,,,0,MAX45120ZGQ,Wheel Size,"4-1/2"" x 5/8""-11",,0,Grit,120 Grit,,0,,,,
669,variation,PMAX5080ZGQ,"GreenBack Quick Mount Zirconia Flap Disc x 5/8""-11",1,0,visible,,<p>Sold In Quantities of 10</p>,,,taxable,,1,,,0,0,2.5125,,,,0,,,149.4000,,,,http://localhost:8000/wp-content/uploads/2019/10/GreenBackQuickMountZirconiaFlapDiscx58-11.jpg,,,"GreenBack Quick Mount Zirconia Flap Disc x 5/8""-11",,,,,,0,MAX5080ZGQ,Wheel Size,"5"" x 5/8""-11",,0,Grit,80 Grit,,0,,,,
670,variation,ARC71-10918HE,"PREDATOR Hard Edge Trimmable Nyon Flap Disc x 5/8""-11 - 50 Grit",1,0,visible,,<p>Sold In Quantities of 10</p>,,,taxable,,1,,,0,0,3,,,,0,,,63.7000,,,,http://localhost:8000/wp-content/uploads/2019/10/PREDATORHardEdgeTrimmableNyonFlapDiscx58-11.jpg,,,"PREDATOR Hard Edge Trimmable Nyon Flap Disc x 5/8""-11",,,,,,0,71-10918HE,Grit,50 Grit,,0,,,,,,,,
671,variation,MB655352000,"Thin Cutting Wheel Metal Type-27 - 6"" x .045 x 7/8""",1,0,visible,,<p>Sold In Quantities of 50</p>,,,taxable,,1,,,0,0,4,,,,0,,,159.0000,,,,http://localhost:8000/wp-content/uploads/2019/10/ThinCuttingWheelMetalType-27.jpg,,,Thin Cutting Wheel Metal Type-27,,,,,,0,655352000,Wheel Size,"6"" x .045 x 7/8""",,0,,,,,,,,
672,variation,MB655993000,"Thin Cutting Wheel Metal Type-1 - 5"" x .045 x 7/8""",1,0,visible,,<p></p>,,,taxable,,1,,,0,0,4,,,,0,,,115.0000,,,,http://localhost:8000/wp-content/uploads/2019/10/ThinCuttingWheelMetalType-1.jpg,,,Thin Cutting Wheel Metal Type-1,,,,,,2,655993000,Wheel Size,"5"" x .045 x 7/8""",,0,,,,,,,,
673,variation,MB655998000,"Thin Cutting Wheel Metal Type-1 - 6"" x .045 x 7/8""",1,0,visible,,<p>Sold In Quantities of 50</p>,,,taxable,,1,,,0,0,4,,,,0,,,134.0000,,,,http://localhost:8000/wp-content/uploads/2019/10/ThinCuttingWheelMetalType-1.jpg,,,Thin Cutting Wheel Metal Type-1,,,,,,0,655998000,Wheel Size,"6"" x .045 x 7/8""",,0,,,,,,,,
674,variation,RFD4578024ZA,Premium Zirconia Resin Fiber Disc,1,0,visible,,<p>Sold In Quantities of 25</p>,,,taxable,,1,,,0,0,1.5,,,,0,,,26.7500,,,,http://localhost:8000/wp-content/uploads/2019/10/PremiumZirconiaResinFiberDisc.jpg,,,Premium Zirconia Resin Fiber Disc,,,,,,0,RFD-45Z024,Disc Size,"4-1/2"" x 7/8""",,0,Grit,24 Grit,,0,,,,
675,variation,RFD4578036ZA,Premium Zirconia Resin Fiber Disc,1,0,visible,,<p>Sold In Quantities of 25</p>,,,taxable,,1,,,0,0,1.5,,,,0,,,21.5000,,,,http://localhost:8000/wp-content/uploads/2019/10/PremiumZirconiaResinFiberDisc.jpg,,,Premium Zirconia Resin Fiber Disc,,,,,,0,RFD-45Z036,Disc Size,"4-1/2"" x 7/8""",,0,Grit,36 Grit,,0,,,,
676,variation,RFD4578050ZA,Premium Zirconia Resin Fiber Disc,1,0,visible,,<p>Sold In Quantities of 25</p>,,,taxable,,1,,,0,0,1.5,,,,0,,,23.2500,,,,http://localhost:8000/wp-content/uploads/2019/10/PremiumZirconiaResinFiberDisc.jpg,,,Premium Zirconia Resin Fiber Disc,,,,,,0,RFD-45Z050,Disc Size,"4-1/2"" x 7/8""",,0,Grit,50 Grit,,0,,,,
677,variation,RFD4578060ZA,Premium Zirconia Resin Fiber Disc,1,0,visible,,<p>Sold In Quantities of 25</p>,,,taxable,,1,,,0,0,1.5,,,,0,,,21.5000,,,,http://localhost:8000/wp-content/uploads/2019/10/PremiumZirconiaResinFiberDisc.jpg,,,Premium Zirconia Resin Fiber Disc,,,,,,0,RFD45Z060,Disc Size,"4-1/2"" x 7/8""",,0,Grit,60 Grit,,0,,,,
678,variation,RFD4578080ZA,Premium Zirconia Resin Fiber Disc,1,0,visible,,<p>Sold In Quantities of 25</p>,,,taxable,,1,,,0,0,1.5,,,,0,,,21.0000,,,,http://localhost:8000/wp-content/uploads/2019/10/PremiumZirconiaResinFiberDisc.jpg,,,Premium Zirconia Resin Fiber Disc,,,,,,0,RFD-45Z080,Disc Size,"4-1/2"" x 7/8""",,0,Grit,80 Grit,,0,,,,
679,variation,RFD5078024ZA,Premium Zirconia Resin Fiber Disc,1,0,visible,,<p>Sold In Quantities of 25</p>,,,taxable,,1,,,0,0,2.5,,,,0,,,27.0000,,,,http://localhost:8000/wp-content/uploads/2019/10/PremiumZirconiaResinFiberDisc.jpg,,,Premium Zirconia Resin Fiber Disc,,,,,,0,RFD-50Z024,Disc Size,"5"" x 7/8""",,0,Grit,24 Grit,,0,,,,
680,variation,RFD5078036ZA,Premium Zirconia Resin Fiber Disc,1,0,visible,,<p>Sold In Quantities of 25</p>,,,taxable,,1,,,0,0,2.5,,,,0,,,26.0000,,,,http://localhost:8000/wp-content/uploads/2019/10/PremiumZirconiaResinFiberDisc.jpg,,,Premium Zirconia Resin Fiber Disc,,,,,,0,RFD-50Z036,Disc Size,"5"" x 7/8""",,0,Grit,36 Grit,,0,,,,
681,variation,RFD5078050ZA,Premium Zirconia Resin Fiber Disc,1,0,visible,,<p>Sold In Quantities of 25</p>,,,taxable,,1,,,0,0,2.5,,,,0,,,24.0000,,,,http://localhost:8000/wp-content/uploads/2019/10/PremiumZirconiaResinFiberDisc.jpg,,,Premium Zirconia Resin Fiber Disc,,,,,,0,RFD-50Z050,Disc Size,"5"" x 7/8""",,0,Grit,50 Grit,,0,,,,
682,variation,RFD5078060ZA,Premium Zirconia Resin Fiber Disc,1,0,visible,,<p>Sold In Quantities of 25</p>,,,taxable,,1,,,0,0,2.5,,,,0,,,22.7500,,,,http://localhost:8000/wp-content/uploads/2019/10/PremiumZirconiaResinFiberDisc.jpg,,,Premium Zirconia Resin Fiber Disc,,,,,,0,RFD-50Z060,Disc Size,"5"" x 7/8""",,0,Grit,60 Grit,,0,,,,
683,variation,RFD5078080ZA,Premium Zirconia Resin Fiber Disc,1,0,visible,,<p>Sold In Quantities of 25</p>,,,taxable,,1,,,0,0,2.5,,,,0,,,22.2500,,,,http://localhost:8000/wp-content/uploads/2019/10/PremiumZirconiaResinFiberDisc.jpg,,,Premium Zirconia Resin Fiber Disc,,,,,,0,RFD-50Z080,Disc Size,"5"" x 7/8""",,0,Grit,80 Grit,,0,,,,
684,variation,RFD7078024ZA,Premium Zirconia Resin Fiber Disc,1,0,visible,,<p>Sold In Quantities of 25</p>,,,taxable,,1,,,0,0,3.5,,,,0,,,48.5000,,,,http://localhost:8000/wp-content/uploads/2019/10/PremiumZirconiaResinFiberDisc.jpg,,,Premium Zirconia Resin Fiber Disc,,,,,,0,RFD-70Z024,Disc Size,"7"" x 7/8""",,0,Grit,24 Grit,,0,,,,
685,variation,RFD7078036ZA,Premium Zirconia Resin Fiber Disc,1,0,visible,,<p>Sold In Quantities of 25</p>,,,taxable,,1,,,0,0,3.5,,,,0,,,45.2500,,,,http://localhost:8000/wp-content/uploads/2019/10/PremiumZirconiaResinFiberDisc.jpg,,,Premium Zirconia Resin Fiber Disc,,,,,,0,RFD-70Z036,Disc Size,"7"" x 7/8""",,0,Grit,36 Grit,,0,,,,
686,variation,RFD7078050ZA,Premium Zirconia Resin Fiber Disc,1,0,visible,,<p>Sold In Quantities of 25</p>,,,taxable,,1,,,0,0,3.5,,,,0,,,44.0000,,,,http://localhost:8000/wp-content/uploads/2019/10/PremiumZirconiaResinFiberDisc.jpg,,,Premium Zirconia Resin Fiber Disc,,,,,,0,RFD-70Z050,Disc Size,"7"" x 7/8""",,0,Grit,50 Grit,,0,,,,
687,variation,RFD7078060ZA,Premium Zirconia Resin Fiber Disc,1,0,visible,,<p>Sold In Quantities of 25</p>,,,taxable,,1,,,0,0,3.5,,,,0,,,41.7500,,,,http://localhost:8000/wp-content/uploads/2019/10/PremiumZirconiaResinFiberDisc.jpg,,,Premium Zirconia Resin Fiber Disc,,,,,,0,RFD-70Z060,Disc Size,"7"" x 7/8""",,0,Grit,60 Grit,,0,,,,
688,variation,RFD7078080ZA,Premium Zirconia Resin Fiber Disc,1,0,visible,,<p>Sold In Quantities of 25</p>,,,taxable,,1,,,0,0,3.5,,,,0,,,39.5000,,,,http://localhost:8000/wp-content/uploads/2019/10/PremiumZirconiaResinFiberDisc.jpg,,,Premium Zirconia Resin Fiber Disc,,,,,,0,RFD-70Z080,Disc Size,"7"" x 7/8""",,0,Grit,80 Grit,,0,,,,
689,variation,RFD4578120ZA,Premium Zirconia Resin Fiber Disc,1,0,visible,,<p>Sold In Quantities of 25</p>,,,taxable,,1,,,0,0,1.5,,,,0,,,21.7500,,,,http://localhost:8000/wp-content/uploads/2019/10/PremiumZirconiaResinFiberDisc.jpg,,,Premium Zirconia Resin Fiber Disc,,,,,,0,,Disc Size,"4-1/2"" x 7/8""",,0,Grit,120 Grit,,0,,,,
690,variation,PFAC5036H,Type-27 Flexible FAC Grinding Wheel,1,0,visible,,<p>Sold In Quantities of 10</p>,,,taxable,,1,,,0,0,6,,,,0,,,77.4000,,,,http://localhost:8000/wp-content/uploads/2019/10/Type-27FlexibleFACGrindingWheel.jpg,,,Type-27 Flexible FAC Grinding Wheel,,,,,,0,FAC5036H,Wheel Size,"5"" x 1/8""",,0,Hole,"5/8""-11",,0,Grit,36,,0
691,variation,PFAC4546H,Type-27 Flexible FAC Grinding Wheel,1,0,visible,,<p>Sold In Quantities of 10</p>,,,taxable,,1,,,0,0,3.67,,,,0,,,73.8000,,,,http://localhost:8000/wp-content/uploads/2019/10/Type-27FlexibleFACGrindingWheel.jpg,,,Type-27 Flexible FAC Grinding Wheel,,,,,,0,FAC4546H,Wheel Size,"4-1/2"" x 1/8""",,0,Hole,"5/8""-11",,0,Grit,46,,0
692,variation,PFAC4536,Type-27 Flexible FAC Grinding Wheel,1,0,visible,,<p>Sold In Quantities of 25</p>,,,taxable,,1,,,0,0,3.67,,,,0,,,122.5000,,,,http://localhost:8000/wp-content/uploads/2019/10/Type-27FlexibleFACGrindingWheel.jpg,,,Type-27 Flexible FAC Grinding Wheel,,,,,,0,FAC4536,Wheel Size,"4-1/2"" x 1/8""",,0,Hole,"7/8""",,0,Grit,36,,0
693,variation,PFAC4536H,Type-27 Flexible FAC Grinding Wheel,1,0,visible,,<p>Sold In Quantities of 10</p>,,,taxable,,1,,,0,0,3.67,,,,0,,,73.8000,,,,http://localhost:8000/wp-content/uploads/2019/10/Type-27FlexibleFACGrindingWheel.jpg,,,Type-27 Flexible FAC Grinding Wheel,,,,,,0,FAC4536H,Wheel Size,"4-1/2"" x 1/8""",,0,Hole,"5/8""-11",,0,Grit,36,,0
694,variation,PFAC4560H,Type-27 Flexible FAC Grinding Wheel,1,0,visible,,<p>Sold In Quantities of 10</p>,,,taxable,,1,,,0,0,3.67,,,,0,,,73.8000,,,,http://localhost:8000/wp-content/uploads/2019/10/Type-27FlexibleFACGrindingWheel.jpg,,,Type-27 Flexible FAC Grinding Wheel,,,,,,0,FAC4560H,Wheel Size,"4-1/2"" x 1/8""",,0,Hole,"5/8""-11",,0,Grit,60,,0
695,variation,PFAC4546,Type-27 Flexible FAC Grinding Wheel,1,0,visible,,<p>Sold In Quantities of 25</p>,,,taxable,,1,,,0,0,3.67,,,,0,,,122.5000,,,,http://localhost:8000/wp-content/uploads/2019/10/Type-27FlexibleFACGrindingWheel.jpg,,,Type-27 Flexible FAC Grinding Wheel,,,,,,0,FAC4546,Wheel Size,"4-1/2"" x 1/8""",,0,Hole,"7/8""",,0,Grit,46,,0
696,variation,PFAC4580,Type-27 Flexible FAC Grinding Wheel,1,0,visible,,<p>Sold In Quantities of 25</p>,,,taxable,,1,,,0,0,3.67,,,,0,,,122.5000,,,,http://localhost:8000/wp-content/uploads/2019/10/Type-27FlexibleFACGrindingWheel.jpg,,,Type-27 Flexible FAC Grinding Wheel,,,,,,0,FAC4580,Wheel Size,"4-1/2"" x 1/8""",,0,Hole,"7/8""",,0,Grit,80,,0
697,variation,PFAC5060,Type-27 Flexible FAC Grinding Wheel,1,0,visible,,<p>Sold In Quantities of 25</p>,,,taxable,,1,,,0,0,6,,,,0,,,135.5000,,,,http://localhost:8000/wp-content/uploads/2019/10/Type-27FlexibleFACGrindingWheel.jpg,,,Type-27 Flexible FAC Grinding Wheel,,,,,,0,FAC5060,Wheel Size,"5"" x 1/8""",,0,Hole,"7/8""",,0,Grit,60,,0
698,variation,PFAC5036,Type-27 Flexible FAC Grinding Wheel,1,0,visible,,<p>Sold In Quantities of 25</p>,,,taxable,,1,,,0,0,6,,,,0,,,135.5000,,,,http://localhost:8000/wp-content/uploads/2019/10/Type-27FlexibleFACGrindingWheel.jpg,,,Type-27 Flexible FAC Grinding Wheel,,,,,,0,FAC5036,Wheel Size,"5"" x 1/8""",,0,Hole,"7/8""",,0,Grit,36,,0
699,variation,PFAC4560,Type-27 Flexible FAC Grinding Wheel,1,0,visible,,<p>Sold In Quantities of 25</p>,,,taxable,,1,,,0,0,3.67,,,,0,,,122.5000,,,,http://localhost:8000/wp-content/uploads/2019/10/Type-27FlexibleFACGrindingWheel.jpg,,,Type-27 Flexible FAC Grinding Wheel,,,,,,0,FAC4560,Wheel Size,"4-1/2"" x 1/8""",,0,Hole,"7/8""",,0,Grit,60,,0
700,variation,PFAC5046,Type-27 Flexible FAC Grinding Wheel,1,0,visible,,<p>Sold In Quantities of 25</p>,,,taxable,,1,,,0,0,6,,,,0,,,135.5000,,,,http://localhost:8000/wp-content/uploads/2019/10/Type-27FlexibleFACGrindingWheel.jpg,,,Type-27 Flexible FAC Grinding Wheel,,,,,,0,FAC5046,Wheel Size,"5"" x 1/8""",,0,Hole,"7/8""",,0,Grit,46,,0
701,variation,PFAC5080,Type-27 Flexible FAC Grinding Wheel,1,0,visible,,<p>Sold In Quantities of 25</p>,,,taxable,,1,,,0,0,6,,,,0,,,135.5000,,,,http://localhost:8000/wp-content/uploads/2019/10/Type-27FlexibleFACGrindingWheel.jpg,,,Type-27 Flexible FAC Grinding Wheel,,,,,,0,FAC5080,Wheel Size,"5"" x 1/8""",,0,Hole,"7/8""",,0,Grit,80,,0
702,variation,PFAC5060H,Type-27 Flexible FAC Grinding Wheel,1,0,visible,,<p>Sold In Quantities of 10</p>,,,taxable,,1,,,0,0,6,,,,0,,,77.4000,,,,http://localhost:8000/wp-content/uploads/2019/10/Type-27FlexibleFACGrindingWheel.jpg,,,Type-27 Flexible FAC Grinding Wheel,,,,,,0,FAC5060H,Wheel Size,"5"" x 1/8""",,0,Hole,"5/8""-11",,0,Grit,60,,0
703,variation,PFAC5080H,Type-27 Flexible FAC Grinding Wheel,1,0,visible,,<p>Sold In Quantities of 10</p>,,,taxable,,1,,,0,0,6,,,,0,,,77.4000,,,,http://localhost:8000/wp-content/uploads/2019/10/Type-27FlexibleFACGrindingWheel.jpg,,,Type-27 Flexible FAC Grinding Wheel,,,,,,0,FAC5080H,Wheel Size,"5"" x 1/8""",,0,Hole,"5/8""-11",,0,Grit,80,,0
704,variation,PDCSRT45H,Pearl SRT Type-27 Premium Grinding Wheel,1,0,visible,,<p>Sold In Quantities of 10</p>,,,taxable,,1,,,0,0,10,,,,0,,,101.0000,,,,http://localhost:8000/wp-content/uploads/2019/10/PearlSRTType-27PremiumGrindingWheel.jpg,,,Pearl SRT Type-27 Premium Grinding Wheel,,,,,,0,DCSRT45H,Wheel Size,"4-1/2"" x 1/4""",,0,Hole,"5/8""-11",,0,,,,
705,variation,PDCSRT90,Pearl SRT Type-27 Premium Grinding Wheel,1,0,visible,,<p>Sold In Quantities of 10</p>,,,taxable,,1,,,0,0,20,,,,0,,,256.4000,,,,http://localhost:8000/wp-content/uploads/2019/10/PearlSRTType-27PremiumGrindingWheel.jpg,,,Pearl SRT Type-27 Premium Grinding Wheel,,,,,,0,DCSRT90,Wheel Size,"9"" x 1/4""",,0,Hole,"7/8""",,0,,,,
706,variation,PDCSRT45,Pearl SRT Type-27 Premium Grinding Wheel,1,0,visible,,<p>Sold In Quantities of 25</p>,,,taxable,,1,,,0,0,10,,,,0,,,192.0000,,,,http://localhost:8000/wp-content/uploads/2019/10/PearlSRTType-27PremiumGrindingWheel.jpg,,,Pearl SRT Type-27 Premium Grinding Wheel,,,,,,0,DCSRT45,Wheel Size,"4-1/2"" x 1/4""",,0,Hole,"7/8""",,0,,,,
707,variation,PDCSRT90H,Pearl SRT Type-27 Premium Grinding Wheel,1,0,visible,,<p>Sold In Quantities of 10</p>,,,taxable,,1,,,0,0,18,,,,0,,,173.8000,,,,http://localhost:8000/wp-content/uploads/2019/10/PearlSRTType-27PremiumGrindingWheel.jpg,,,Pearl SRT Type-27 Premium Grinding Wheel,,,,,,0,DCSRT90H,Wheel Size,"9"" x 1/4""",,0,Hole,"5/8""-11",,0,,,,
708,variation,PDCSRT70,Pearl SRT Type-27 Premium Grinding Wheel,1,0,visible,,<p>Sold In Quantities of 10</p>,,,taxable,,1,,,0,0,12,,,,0,,,168.2000,,,,http://localhost:8000/wp-content/uploads/2019/10/PearlSRTType-27PremiumGrindingWheel.jpg,,,Pearl SRT Type-27 Premium Grinding Wheel,,,,,,0,DCSRT70,Wheel Size,"7"" x 1/4""",,0,Hole,"7/8""",,0,,,,
709,variation,PDCSRT50H,Pearl SRT Type-27 Premium Grinding Wheel,1,0,visible,,<p>Sold In Quantities of 10</p>,,,taxable,,1,,,0,0,11,,,,0,,,108.6000,,,,http://localhost:8000/wp-content/uploads/2019/10/PearlSRTType-27PremiumGrindingWheel.jpg,,,Pearl SRT Type-27 Premium Grinding Wheel,,,,,,0,DCSRT50H,Wheel Size,"5"" x 1/4""",,0,Hole,"5/8""-11",,0,,,,
710,variation,PDCSRT50,Pearl SRT Type-27 Premium Grinding Wheel,1,0,visible,,<p>Sold In Quantities of 25</p>,,,taxable,,1,,,0,0,11,,,,0,,,210.5000,,,,http://localhost:8000/wp-content/uploads/2019/10/PearlSRTType-27PremiumGrindingWheel.jpg,,,Pearl SRT Type-27 Premium Grinding Wheel,,,,,,0,DCSRT50,Wheel Size,"5"" x 1/4""",,0,Hole,"7/8""",,0,,,,
711,variation,PDCSRT70H,Pearl SRT Type-27 Premium Grinding Wheel,1,0,visible,,<p>Sold In Quantities of 10</p>,,,taxable,,1,,,0,0,11,,,,0,,,197.0000,,,,http://localhost:8000/wp-content/uploads/2019/10/PearlSRTType-27PremiumGrindingWheel.jpg,,,Pearl SRT Type-27 Premium Grinding Wheel,,,,,,0,DCSRT70H,Wheel Size,"7"" x 1/4""",,0,Hole,"5/8""-11",,0,,,,
712,variation,PDC5010T,Pearl Aluminum Oxide Grinding Wheel,1,0,visible,,<p>Sold In Quantities of 25</p>,,,taxable,,1,,,0,0,11,,,,0,,,76.0000,,,,http://localhost:8000/wp-content/uploads/2019/10/PearlAluminumOxideGrindingWheel.jpg,,,Pearl Aluminum Oxide Grinding Wheel,,,,,,0,DC5010T,Wheel Size,"5"" x 1/4""",,0,Hole,"7/8""",,0,,,,
713,variation,PDC4510T,Pearl Aluminum Oxide Grinding Wheel,1,0,visible,,<p>Sold In Quantities of 25</p>,,,taxable,,1,,,0,0,9,,,,0,,,57.5000,,,,http://localhost:8000/wp-content/uploads/2019/10/PearlAluminumOxideGrindingWheel.jpg,,,Pearl Aluminum Oxide Grinding Wheel,,,,,,0,DC4510T,Wheel Size,"4-1/2"" x 1/4""",,0,Hole,"7/8""",,0,,,,
714,variation,,Pearl Aluminum Oxide Grinding Wheel,1,0,visible,,<p></p>,,,taxable,,1,,,0,0,10,,,,0,,,31.0000,,,,http://localhost:8000/wp-content/uploads/2019/10/PearlAluminumOxideGrindingWheel.jpg,,,Pearl Aluminum Oxide Grinding Wheel,,,,,,0,DC6020T,Wheel Size,"6"" x 1/4""",,0,Hole,"7/8""",,0,,,,
715,variation,PDC7020T,Pearl Aluminum Oxide Grinding Wheel,1,0,visible,,<p>Sold In Quantities of 10</p>,,,taxable,,1,,,0,0,10,,,,0,,,37.2000,,,,http://localhost:8000/wp-content/uploads/2019/10/PearlAluminumOxideGrindingWheel.jpg,,,Pearl Aluminum Oxide Grinding Wheel,,,,,,0,DC7020T,Wheel Size,"7"" x 1/4""",,0,Hole,"7/8""",,0,,,,
716,variation,PDC4510TH,Pearl Aluminum Oxide Grinding Wheel,1,0,visible,,<p>Sold In Quantities of 10</p>,,,taxable,,1,,,0,0,5,,,,0,,,48.6000,,,,http://localhost:8000/wp-content/uploads/2019/10/PearlAluminumOxideGrindingWheel.jpg,,,Pearl Aluminum Oxide Grinding Wheel,,,,,,0,DC4510TH,Wheel Size,"4-1/2"" x 1/4""",,0,Hole,"5/8""-11",,0,,,,
717,variation,PDC5010TH,Pearl Aluminum Oxide Grinding Wheel,1,0,visible,,<p>Sold In Quantities of 10</p>,,,taxable,,1,,,0,0,6,,,,0,,,56.2000,,,,http://localhost:8000/wp-content/uploads/2019/10/PearlAluminumOxideGrindingWheel.jpg,,,Pearl Aluminum Oxide Grinding Wheel,,,,,,0,DC5010TH,Wheel Size,"5"" x 1/4""",,0,Hole,"5/8""-11",,0,,,,
718,variation,PDC9020T,Pearl Aluminum Oxide Grinding Wheel,1,0,visible,,<p>Sold In Quantities of 10</p>,,,taxable,,1,,,0,0,15,,,,0,,,66.8000,,,,http://localhost:8000/wp-content/uploads/2019/10/PearlAluminumOxideGrindingWheel.jpg,,,Pearl Aluminum Oxide Grinding Wheel,,,,,,0,DC9020T,Wheel Size,"9"" x 1/4""",,0,Hole,"7/8""",,0,,,,
719,variation,PDC6020TH,Pearl Aluminum Oxide Grinding Wheel,1,0,visible,,<p>Sold In Quantities of 10</p>,,,taxable,,1,,,0,0,10,,,,0,,,57.0000,,,,http://localhost:8000/wp-content/uploads/2019/10/PearlAluminumOxideGrindingWheel.jpg,,,Pearl Aluminum Oxide Grinding Wheel,,,,,,0,DC6020TH,Wheel Size,"6"" x 1/4""",,0,Hole,"5/8""-11",,0,,,,
720,variation,PDC7020TH,Pearl Aluminum Oxide Grinding Wheel,1,0,visible,,<p>Sold In Quantities of 10</p>,,,taxable,,1,,,0,0,11,,,,0,,,63.2000,,,,http://localhost:8000/wp-content/uploads/2019/10/PearlAluminumOxideGrindingWheel.jpg,,,Pearl Aluminum Oxide Grinding Wheel,,,,,,0,DC7020TH,Wheel Size,"7"" x 1/4""",,0,Hole,"5/8""-11",,0,,,,
721,variation,PDC9020TH,Pearl Aluminum Oxide Grinding Wheel,1,0,visible,,<p>Sold In Quantities of 10</p>,,,taxable,,1,,,0,0,18,,,,0,,,94.4000,,,,http://localhost:8000/wp-content/uploads/2019/10/PearlAluminumOxideGrindingWheel.jpg,,,Pearl Aluminum Oxide Grinding Wheel,,,,,,0,DC9020TH,Wheel Size,"9"" x 1/4""",,0,Hole,"5/8""-11",,0,,,,
722,variation,WS-14-12218,"Weld Stud Concrete Anchor - 1/2"", 2-1/8""",1,0,visible,,<p>Sold In Quantities of 400</p>,,,taxable,,1,,,0,0,70,,,,0,,,264.0000,,,,http://localhost:8000/wp-content/uploads/2019/10/WeldStudConcreteAnchor.jpg,,,Weld Stud Concrete Anchor,,,,,,0,,Diameter,"1/2""",,0,Length,"2-1/8""",,0,,,,
723,variation,WS-14-12318,"Weld Stud Concrete Anchor - 1/2"", 3-1/8""",1,0,visible,,<p>Sold In Quantities of 300</p>,,,taxable,,1,,,0,0,69,,,,0,,,210.0000,,,,http://localhost:8000/wp-content/uploads/2019/10/WeldStudConcreteAnchor.jpg,,,Weld Stud Concrete Anchor,,,,,,0,,Diameter,"1/2""",,0,Length,"3-1/8""",,0,,,,
724,variation,WS-16-585316,"Weld Stud Concrete Anchor - 5/8"", 5-3/16""",1,0,visible,,<p>Sold In Quantities of 100</p>,,,taxable,,1,,,0,0,55,,,,0,,,148.0000,,,,http://localhost:8000/wp-content/uploads/2019/10/WeldStudConcreteAnchor.jpg,,,Weld Stud Concrete Anchor,,,,,,0,,Diameter,"5/8""",,0,Length,"5-3/16""",,0,,,,
725,variation,WS-14-12618,"Weld Stud Concrete Anchor - 1/2"", 6-1/8""",1,0,visible,,<p>Sold In Quantities of 125</p>,,,taxable,,1,,,0,0,50,,,,0,,,123.7500,,,,http://localhost:8000/wp-content/uploads/2019/10/WeldStudConcreteAnchor.jpg,,,Weld Stud Concrete Anchor,,,,,,0,,Diameter,"1/2""",,0,Length,"6-1/8""",,0,,,,
726,variation,WS-16-584316,"Weld Stud Concrete Anchor - 5/8"", 4-3/16""",1,0,visible,,<p>Sold In Quantities of 150</p>,,,taxable,,1,,,0,0,69,,,,0,,,189.0000,,,,http://localhost:8000/wp-content/uploads/2019/10/WeldStudConcreteAnchor.jpg,,,Weld Stud Concrete Anchor,,,,,,0,,Diameter,"5/8""",,0,Length,"4-3/16""",,0,,,,
